situation_number,creation_time,participant_ref,progress,reason,planned,summary,description,validity_start,validity_end,severity,condition,advice,vehicle_mode,affected_operators,affected_lines,affected_stops,affected_places,validity_start_dt,validity_end_dt,disruption_date
cfbee236-abc9-4f23-b86c-7c9c27ae22d1,2026-02-06T14:19:59Z,Merseytravel,open,roadworks,true,Woolton Road (Woolton),"Woolton Road between Allerton Road and Maltese Cross Close will be closed on Sunday 8 February 2026, for approximately 1 day, between 0600 and 1800.",2026-02-06T14:19:00.000Z,2026-02-08T18:00:00.000Z,normal,unknown,"Service 166

From Belle Vale will be as normal route to Woolton Road, then via Menlove Avenue, Cromptons Lane, Woolton Road, Acrefield Road, Kings Drive, then as normal route to Halewood/Liverpool South Parkway. (Omits High Street).
Alternative bus stop: Woolton Road/Menlove Avenue and Kings Drive/opposite Halewood Drive.",bus,AMSY:Arriva Merseyside,166:166,2800S43032B:Allerton Road | 2800S43033B:Church Road South | 2800S43031A:Menlove Avenue,,2026-02-06 14:19:00+00:00,2026-02-08 18:00:00+00:00,2026-02-06
cfbee236-abc9-4f23-b86c-7c9c27ae22d1,2026-02-06T14:19:59Z,Merseytravel,open,roadworks,true,Woolton Road (Woolton),"Woolton Road between Allerton Road and Maltese Cross Close will be closed on Sunday 8 February 2026, for approximately 1 day, between 0600 and 1800.",2026-02-06T14:19:00.000Z,2026-02-08T18:00:00.000Z,normal,unknown,"Service 188

From Liverpool South Parkway will be as normal route to Kings Drive, then via Acrefield Road, Woolton Road, Cromptons Road, Menlove Avenue, Woolton Road, then as normal route to Liverpool South Parkway. (Omits High Street).
Alternative bus stop: Kings Drive/Halewood Drive and Woolton Road/Allerton Towers.",bus,AMSY:Arriva Merseyside,188:188,2800S43032A:Allerton Road | 2800S43031B:Hillfoot Road | 2800S43033A:Speke Road,,2026-02-06 14:19:00+00:00,2026-02-08 18:00:00+00:00,2026-02-06
26337b0f-ee22-4dd1-823c-330c882ee78f,2026-02-06T14:35:16Z,TfGM,open,incident,false,"Crompton Way, Bolton - Road Traffic Collision","Due to a road traffic collision on Crompton Way, bus services are on diversion.",2026-02-06T14:35:00.000Z,,severe,unknown,"Services are diverting via Blackburn Road, Turton Street, Folds Road and Tongue Moor Road, and continue on Thicketford Road towards Canon Slade High School.",bus,BNSM:Bee Network | BNSM:Bee Network,921:921 | 928:928,1800WA12341:Bolton Castle | 1800WA12341:Bolton Castle | 1800WA12351:Danesbury Road | 1800WA12361:Danesbury Road | 1800WA19401:Eagley Brook Bridge | 1800WA19411:Eagley Brook Bridge | 1800WA05051:Hall I'th'Wood Rail Station | 1800WA05041:Hall I'th'Wood Rail Station | 1800WA19421:Kentfield Drive | 1800WA19371:Kentfield Drive | 1800WA09821:Lidl | 1800WA19451:Lidl | 1800WA19441:Seymour Road | 1800WA19391:Sunnymead Avenue | 1800WA19431:Sunnymead Avenue | 1800WA19381:Watermillock Gardens,,2026-02-06 14:35:00+00:00,,2026-02-06
26337b0f-ee22-4dd1-823c-330c882ee78f,2026-02-06T14:35:16Z,TfGM,open,incident,false,"Crompton Way, Bolton - Road Traffic Collision","Due to a road traffic collision on Crompton Way, bus services are on diversion.",2026-02-06T14:35:00.000Z,,severe,unknown,"Services are diverting via Blackburn Road, Turton Street, Folds Road, Tongue Moor Road and Thicketford Road, to resume normal route on Ainsworth Lane.",bus,BNSM:Bee Network,923:923,1800WA02921:Cartmel Crescent | 1800WA12271:Cartmel Crescent | 1800WA12311:Crompton Way | 1800WA19401:Eagley Brook Bridge | 1800WA19411:Eagley Brook Bridge | 1800WA12301:Firwood House | 1800WA12321:Firwood Lane | 1800WA12331:Firwood Lane | 1800WA05051:Hall I'th'Wood Rail Station | 1800WA05041:Hall I'th'Wood Rail Station | 1800WA19421:Kentfield Drive | 1800WA19371:Kentfield Drive | 1800WA25671:Le Gendre Street | 1800WA25681:Le Gendre Street | 1800WA09821:Lidl | 1800WA19451:Lidl | 1800WA19441:Seymour Road | 1800WA19391:Sunnymead Avenue | 1800WA19431:Sunnymead Avenue | 1800WA12291:Tintern Avenue | 1800WA12281:Tintern Avenue | 1800WA19381:Watermillock Gardens,,2026-02-06 14:35:00+00:00,,2026-02-06
26337b0f-ee22-4dd1-823c-330c882ee78f,2026-02-06T14:35:16Z,TfGM,open,incident,false,"Crompton Way, Bolton - Road Traffic Collision","Due to a road traffic collision on Crompton Way, bus services are on diversion.",2026-02-06T14:35:00.000Z,,severe,unknown,"Services are diverting via Blackburn Road, Turton Street, Folds Road, Tongue Moor Road and Thicketford Road, to resume normal route on Crompton Way.",bus,BNSM:Bee Network,936:936,1800WA02921:Cartmel Crescent | 1800WA12271:Cartmel Crescent | 1800WA12311:Crompton Way | 1800WA19401:Eagley Brook Bridge | 1800WA19411:Eagley Brook Bridge | 1800WA12301:Firwood House | 1800WA12321:Firwood Lane | 1800WA12331:Firwood Lane | 1800WA05051:Hall I'th'Wood Rail Station | 1800WA05041:Hall I'th'Wood Rail Station | 1800WA19421:Kentfield Drive | 1800WA19371:Kentfield Drive | 1800WA09821:Lidl | 1800WA19451:Lidl | 1800WA19441:Seymour Road | 1800WA19391:Sunnymead Avenue | 1800WA19431:Sunnymead Avenue | 1800WA12291:Tintern Avenue | 1800WA12281:Tintern Avenue | 1800WA19381:Watermillock Gardens,,2026-02-06 14:35:00+00:00,,2026-02-06
d68be148-1b16-4f44-853e-ef60ecde7137,2025-07-31T14:37:27Z,WYCA,open,specialEvent,true,"Beeston, Leeds United Home Game, Elland Road (Leeds)",Leeds United home game takes place at Elland Road Stadium on Friday 6 February from 2000 - 2145. The road will be closed 1 hour before & after the match. Disruption expected to services.,2026-02-06T19:00:00.000Z,2026-02-06T22:45:00.000Z,slight,unknown,Services 51 and 52 are diverting 1 hour before and 1 hour after the game via Leeds Outer Ring Road (A6110) and the M621 Junction 1.,bus,FLDS:First Leeds | FLDS:First Leeds,51:51 | 52:52,450029231:Elland Road Park and Ride | 450012161:Fairway Court | 450010104:Heath Mount | 450010105:Leeds Utd Stadium | 450010106:Leeds Utd Stadium,,2026-02-06 19:00:00+00:00,2026-02-06 22:45:00+00:00,2026-02-06
d68be148-1b16-4f44-853e-ef60ecde7137,2025-07-31T14:37:27Z,WYCA,open,specialEvent,true,"Beeston, Leeds United Home Game, Elland Road (Leeds)",Leeds United home game takes place at Elland Road Stadium on Friday 6 February from 2000 - 2145. The road will be closed 1 hour before & after the match. Disruption expected to services.,2026-02-06T19:00:00.000Z,2026-02-06T22:45:00.000Z,slight,unknown,"Services 55 and 55C

Towards Cottingley: From Park Row diverting via Boar Lane, Mill Hill, Neville Street, Great Wilson Street, Meadow Lane, Dewsbury Road and M621 to Junction 1 exiting on slip road to Ring Road to resume a normal route.

Towards Leeds: A normal route to Ring Road then diverting via M621 to Junction 3 exiting on to Meadow Road, Victoria Road, Great Wilson Street, Meadow Lane, Lower Briggate, Boar Lane, City Square and Infirmary Street onto East Parade.",bus,FLDS:First Leeds | FLDS:First Leeds,55:55 | 55C:55C,450010107:City Evangelical Church | 450012160:Elland Rd Fairway Court | 450012161:Fairway Court | 450010104:Heath Mount | 450010105:Leeds Utd Stadium | 450010106:Leeds Utd Stadium,,2026-02-06 19:00:00+00:00,2026-02-06 22:45:00+00:00,2026-02-06
d68be148-1b16-4f44-853e-ef60ecde7137,2025-07-31T14:37:27Z,WYCA,open,specialEvent,true,"Beeston, Leeds United Home Game, Elland Road (Leeds)",Leeds United home game takes place at Elland Road Stadium on Friday 6 February from 2000 - 2145. The road will be closed 1 hour before & after the match. Disruption expected to services.,2026-02-06T19:00:00.000Z,2026-02-06T22:45:00.000Z,slight,unknown,"On Friday 6 February, last PR1 from Boar Lane stop Trinity P will be at 1821",bus,FLDS:First Leeds,PR1:PR1,,,2026-02-06 19:00:00+00:00,2026-02-06 22:45:00+00:00,2026-02-06
3a504146-3787-42e7-b579-b0c02f652d27,2026-02-02T15:31:46Z,TfGM,open,roadworks,true,"Roe Cross Road, Mottram - Weekend Roadworks Closure","Due to a weekend closure of Roe Cross Road, bus services are on diversion.",2026-02-06T19:00:00.000Z,2026-02-09T06:00:00.000Z,normal,unknown,"Services will divert via Caroline Street, High Street, Cheetham Hill Road, Ashton Road, Commercial Street, Halton Street, Mottram Road and Hyde Road in both directions. Stalybridge bus station will be served. Please note, only 219 night services will be affected.",bus,BNML:Bee Network (Metroline) | BNML:Bee Network,219:219 | 237:237,1800EH37231:Bower Fold | 1800EH37241:Bower Fold | 1800EH37211:Cheetham Park | 1800EH37221:Cheetham Park | 1800EH37201:Grey Street | 1800EH37191:Grey Street | 1800EH37391:Mottram Junction | 1800EH09431:Park Street | 1800EH09421:Park Street | 1800EH02111:Rushycroft | 1800EH13681:Stalybridge Road | 1800EH37371:Stalybridge Road | 1800EH37181:Stocks Lane | 1800EH09441:The Organ,,2026-02-06 19:00:00+00:00,2026-02-09 06:00:00+00:00,2026-02-06
3a504146-3787-42e7-b579-b0c02f652d27,2026-02-02T15:31:46Z,TfGM,open,roadworks,true,"Roe Cross Road, Mottram - Weekend Roadworks Closure","Due to a weekend closure of Roe Cross Road, bus services are on diversion.",2026-02-06T19:00:00.000Z,2026-02-09T06:00:00.000Z,normal,unknown,Services will divert via Mottram Old Road and Mottram Road. Services will turn back at Market Street.,bus,BNGN:Bee Network,387:387,1800EH37361:Edge Lane | 1800EH37351:Edge Lane | 1800EH37321:Mottram Old Road | 1800EH37311:Mottram Old Road | 1800EH08401:Oxford Street | 1800EH08411:Oxford Street | 1800EH37381:Roe Cross Road | 1800EH02111:Rushycroft | 1800EH37331:Waggon & Horses | 1800EH37341:Waggon & Horses,,2026-02-06 19:00:00+00:00,2026-02-09 06:00:00+00:00,2026-02-06
8ed3e856-9c05-411b-9bbf-8eb68733c90a,2025-01-09T10:31:36.327Z,WYCA,open,routeDiversion,true,"Huddersfield, Northgate Viaduct (Kirklees)","Northgate Viaduct, Huddersfield closed due to Transpennine Route Upgrade works from 2000 Friday 6 February to 0500 Monday 9 February.",2026-02-06T20:00:00.000Z,2026-02-09T05:00:00.000Z,slight,unknown,"254, 328, 363 & X63 will divert via Willow Lane & St John’s Road to Castlegate.

Please use bus stop 45017541 towards Huddersfield & Huddersfield Bus Station towards Bradford Road.",bus,"WRAY:Arriva Yorkshire | FHUD:First Halifax, Calder Valley & Huddersfield | FHUD:First Halifax, Calder Valley & Huddersfield | FHUD:First Halifax, Calder Valley & Huddersfield",254:254 | 328:328 | 363:363 | X63:X63,450017542:Northgate | 450017543:Northgate,,2026-02-06 20:00:00+00:00,2026-02-09 05:00:00+00:00,2026-02-06
8ed3e856-9c05-411b-9bbf-8eb68733c90a,2025-01-09T10:31:36.327Z,WYCA,open,routeDiversion,true,"Huddersfield, Northgate Viaduct (Kirklees)","Northgate Viaduct, Huddersfield closed due to Transpennine Route Upgrade works from 2000 Friday 6 February to 0500 Monday 9 February.",2026-02-06T20:00:00.000Z,2026-02-09T05:00:00.000Z,slight,unknown,"254, 328, 363 & X63 will divert via Willow Lane & St John’s Road to Castlegate.",bus,"WRAY:Arriva Yorkshire | FHUD:First Halifax, Calder Valley & Huddersfield | FHUD:First Halifax, Calder Valley & Huddersfield | FHUD:First Halifax, Calder Valley & Huddersfield",254:254 | 328:328 | 363:363 | X63:X63,450017542:Northgate | 450017543:Northgate,,2026-02-06 20:00:00+00:00,2026-02-09 05:00:00+00:00,2026-02-06
9fb4cb69-4bf4-4ed3-a038-0d0b7e94ff8d,2026-01-30T09:14:41Z,TfGM,open,maintenanceWork,true,"Salford Central, Salford - Bus Stop Closure",The bus stops at Salford Central/New Bailey Street will close overnight.,2026-02-06T22:00:00.000Z,2026-02-07T06:00:00.000Z,normal,unknown,Please use the bus stop before or after to get on or off a service.,bus,BNGN:Bee Network | BNGN:Bee Network | BNGN:Bee Network | BNML:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNGN:Bee Network | BNGN:Bee Network,8:8 | 35:35 | 37:37 | 50:50 | 67:67 | 100:100 | V1:V1 | V2:V2,1800NF03811:Salford Central Rail Station | 1800NF03991:Salford Central Rail Station,,2026-02-06 22:00:00+00:00,2026-02-07 06:00:00+00:00,2026-02-06
668e59f3-e945-4633-b217-86bd810f0c6a,2026-01-21T11:45:41Z,WestofEngland,open,maintenanceWork,true,Stop closure: Brougham Hayes,The Brougham Hayes SW stop will be closed on 7 & 8 Feb 2026,2026-02-07T00:00:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,The Brougham Hayes SW stop will be closed on 7 & 8 Feb 2026,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | LEMB:The Big Lemon,1:1 | 20:20 | 20:20,0180BAC30302:Brougham Hayes,,2026-02-07 00:00:00+00:00,2026-02-08 23:59:00+00:00,2026-02-07
803095c6-b905-45e6-bc89-9ecce101b3c9,2026-02-04T19:55:00Z,TfGM,open,maintenanceWork,true,"Cleggs Lane, Little Hulton - Bus Stop Closure","The bus stops on Clegss Lane, at the junction of Manchester Road East and Manchester Road West are closed due to works taking place.",2026-02-07T00:01:00.000Z,2026-02-09T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Wynne Street (Stops A and B).,bus,BNGN:Bee Network | BNGN:Bee Network,20:20 | 36:36,1800WF40461:Wynne Street | 1800WF40471:Wynne Street,,2026-02-07 00:01:00+00:00,2026-02-09 23:59:00+00:00,2026-02-07
c696dfa5-3fcb-4f58-acac-009ae0ee778a,2026-02-01T09:54:27Z,TfGM,open,maintenanceWork,true,"Long Lane, Chadderton - Bus Stop Closure","The bus stop on Long Lane, at the junction of Berkeley Avenue is closed due to works taking place.",2026-02-07T00:01:00.000Z,2026-02-09T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Berkeley Avenue.,bus,BNSM:Bee Network | BNSM:Bee Network,81:81 | 875:875,1800ED00681:Berkeley Avenue,,2026-02-07 00:01:00+00:00,2026-02-09 23:59:00+00:00,2026-02-07
9ab56aa7-5cf4-48de-9afc-2ea943ac6249,2026-02-04T19:59:10Z,TfGM,open,maintenanceWork,true,"Cromwell Road, Salford - Bus Stop Closure",The bus stops at Cromwell Road/Castle Irwell are closed due to works taking place.,2026-02-07T00:01:00.000Z,2026-02-09T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Castle Irwell.,bus,BNGN:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNSM:Bee Network,10:10 | 52:52 | 52:52 | 93:93,1800NF40441:Castle Irwell | 1800NF40431:Castle Irwell,,2026-02-07 00:01:00+00:00,2026-02-09 23:59:00+00:00,2026-02-07
856a2bb4-3744-4e1d-a67f-fb1d836bc4b8,2026-02-03T11:05:10Z,WestofEngland,open,roadworks,true,Road Closure: Bedminster Road Slip Road,Bedminster Road Slip Road will be closed from 0800 on 7 Feb until 1600 on 8 Feb 2026,2026-02-07T08:00:00.000Z,2026-02-08T16:00:00.000Z,normal,unknown,Bedminster Road Slip Road will be closed from 0800 on 7 Feb until 1600 on 8 Feb 2026,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited,43:43 | 75:75 | A1:A1,0100BRA10076:Chessel Street | 0100BRA10077:Parson Street Stn | 0100BRA10075:United Reform Church | 0100BRA10074:Victor Road | 0100BRA10073:West Street,,2026-02-07 08:00:00+00:00,2026-02-08 16:00:00+00:00,2026-02-07
c76f9639-c8b0-492a-8217-e82fdc30d4ba,2025-02-28T09:57:25Z,WYCA,open,specialEvent,true,"Leeds City Centre, March",Leeds City Centre bus services will be delayed or diverted due to a march on Saturday 7 February. Services affected from approx 1230 to 1600,2026-02-07T12:00:00.000Z,2026-02-07T16:00:00.000Z,unknown,unknown,Leeds City Centre bus services may experience delays during this event.,bus,,,,,2026-02-07 12:00:00+00:00,2026-02-07 16:00:00+00:00,2026-02-07
c76f9639-c8b0-492a-8217-e82fdc30d4ba,2025-02-28T09:57:25Z,WYCA,open,specialEvent,true,"Leeds City Centre, March",Leeds City Centre bus services will be delayed or diverted due to a march on Saturday 7 February. Services affected from approx 1230 to 1600,2026-02-07T12:00:00.000Z,2026-02-07T16:00:00.000Z,slight,unknown,Arriva services diverting from 1230-1500 approx. Visit wymetro.com/leedsmarch for details.,bus,YYTG:Yorkshire Buses | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire | WRAY:Arriva Yorkshire,1:1 | 163:163 | 164:164 | 165:165 | 168:168 | 200:200 | 201:201 | 202:202 | 203:203 | 229:229 | 254:254 | 255:255,450030229:Bus Stn | 450030230:Bus Stn | 450030227:Bus Stn | 450030228:Bus Stn | 450025318:City Square B | 450032241:City Square C | 450013214:Globe Road | 450013264:Globe Road | 450013260:Southbank F | 450013210:Southbank G | 450032123:Station D | 450013262:Station F | 450010686:Trinity N | 450010687:Trinity R | 450012977:Victoria I | 450010679:Victoria Q | 450013213:Wellington M | 450025848:Wellington N | 450013263:Wellington O | 450025847:Wellington P,,2026-02-07 12:00:00+00:00,2026-02-07 16:00:00+00:00,2026-02-07
c0fbeca5-ddb1-4a62-9422-c714a76672d7,2026-02-06T09:27:16Z,TfGM,open,specialEvent,true,Manchester United Fixture - Bus Diversion,"Manchester United take on Tottenham at Old Trafford on Saturday 7 February. As a result, services may experience delays and will be on diversion from 2:30pm to 3:30pm",2026-02-07T14:30:00.000Z,2026-02-07T15:30:00.000Z,verySevere,unknown,"Services will divert via Talbot Road, Seymour Grove, Kings Road and Edge Lane in both directions.",bus,BNML:Bee Network | BNML:Bee Network | BNML:Bee Network | BNML:Bee Network,250:250 | 255:255 | 256:256 | 263:263,1800SJ01541:Canal Bridge | 1800SJ00401:Cavendish Road | 1800SJ00111:Davyhulme Road East | 1800SJ00421:Davyhulme Road East | 1800SJ00391:Greatstone Road | 1800SJ00151:Greatstone Road | 1800SJ02081:John Gilbert Way | 1800SJ09101:John Gilbert Way | 1800SJ01461:Kellogg's | 1800SJ01551:Kellogg's | 1800SJ01471:Kings Park | 1800SJ01781:Matt Busby Way | 1800SJ02161:Praed Road | 1800SJ01881:Praed Road | 1800SJ01831:Second Avenue | 1800SJ01751:Sir Matt Busby Way | 1800SJ00081:Stretford Public Hall | 1800SJ00101:Sydney Street | 1800SJ00431:Sydney Street | 1800SJ00131:Taylors Road | 1800SJ00411:Taylors Road | 1800SJ00381:Tesco | 1800SJ17771:Tesco | 1800SJ02151:Third Avenue | 1800SJ01861:Third Avenue | 1800SJ00121:Thomas Street | 1800SJ00301:Trafford Bar | 1800SJ00311:Trafford Bar | 1800SJ00221:Trafford Bar | 1800SJ02071:Village Circle | 1800SJ01731:Village Circle | 1800SJ00371:Warwick Road | 1800SJ00191:Warwick Road | 1800SJ01531:Westinghouse Road | 1800SJ01481:Westinghouse Road | 1800SJ00351:White City | 1800SJ00341:White City,,2026-02-07 14:30:00+00:00,2026-02-07 15:30:00+00:00,2026-02-07
c0fbeca5-ddb1-4a62-9422-c714a76672d7,2026-02-06T09:27:16Z,TfGM,open,specialEvent,true,Manchester United Fixture - Bus Diversion,"Manchester United take on Tottenham at Old Trafford on Saturday 7 February. As a result, services may experience delays and will be on diversion from 2:30pm to 3:30pm",2026-02-07T14:30:00.000Z,2026-02-07T15:30:00.000Z,verySevere,unknown,"Services will divert via Pacific Way, Coronet Way, Centenary Way to Centenary Circle in both directions.",bus,BNML:Bee Network,30:30,1800SJ01711:Carborundum | 1800SJ01961:Carborundum | 1800NF01471:Clippers Quay | 1800NF30071:Exchange Quay | 1800SJ01581:Guiness Circle | 1800SJ01641:Guinness Circle | 1800SJ15681:Imperial War Museum Metrolink Stop | 1800SJ15671:Imperial War Museum Metrolink Stop | 1800SJ17691:Imperial War Museum North | 1800SJ17681:Imperial War Museum North | 1800SJ01701:Lake Road | 1800SJ15941:Lake Road | 1800SJ01941:Mellors Road | 1800SJ01691:Mellors Road | 1800SJ15591:Sir Alex Ferguson Way | 1800SJ13981:Sir Alex Ferguson Way | 1800SJ01931:Tenax Circle | 1800SJ01721:Third Avenue | 1800SJ15771:Trafford Road | 1800SJ01771:Trafford Road | 1800SJ15631:Trafford Wharf Road | 1800SJ15621:Village Circle | 1800SJ15641:Village Circle | 1800SJ15651:Village Circle | 1800SJ17661:Waterside | 1800SJ17671:Waterside | 1800SJ01971:Westbrook Road,,2026-02-07 14:30:00+00:00,2026-02-07 15:30:00+00:00,2026-02-07
446fd150-337a-4b32-9be7-6f5adc791140,2026-02-05T12:37:50Z,TfGM,open,maintenanceWork,true,"Heaton Moor Road, Stockport - Bus Stop Closure","The bus stop on Heaton Moor Road, at the junction of Wellington Road North is closed due to works taking place.",2026-02-08T00:01:00.000Z,2026-02-09T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Wellington Road North (Stop C).,bus,BNML:Bee Network | BNML:Bee Network | BNML:Bee Network | BNML:Bee Network,42A:42A | 742:742 | 792:792 | 811:811,1800SG40411:Wellington Road North,,2026-02-08 00:01:00+00:00,2026-02-09 23:59:00+00:00,2026-02-08
4baeebf0-5779-4f8b-855e-b00612595f87,2026-02-06T12:41:50Z,Merseytravel,open,roadworks,true,Ormskirk Street (St Helens Town Centre),Ormskirk Street will be closed on Sunday 8 February 2026 for approximately 1 day.,2026-02-08T00:01:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,"Services 10, 10A, 89 and 920
• From Liverpool, Liverpool John Lennon Airport and Haydock will operate as normal to Westfield Street, then via via Linkway West to Chalon Way West, St Helens Temporary Bus Hub (omitting a section of Westfield Street, Ormskirk Street and Bridge Street)
Alternative bus stop: Westfield Street, Eccleston Street.",bus,AMSY:Arriva Merseyside | SCMY:Stagecoach | AMSY:Arriva Merseyside | AMSY:Arriva Merseyside | AMSY:Arriva Merseyside,10:10 | 10A:10A | 10A:10A | 89:89 | 920:920,2800S16007A:Baldwin Street | 2800S16025E:Church Street | 2800S16025B:Exchange Street | 2800S16023A:Rigby Street South,,2026-02-08 00:01:00+00:00,2026-02-08 23:59:00+00:00,2026-02-08
4baeebf0-5779-4f8b-855e-b00612595f87,2026-02-06T12:41:50Z,Merseytravel,open,roadworks,true,Ormskirk Street (St Helens Town Centre),Ormskirk Street will be closed on Sunday 8 February 2026 for approximately 1 day.,2026-02-08T00:01:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,"Service 12
• From St Helens will operate from Chalon Way West, St Helens Temporary Bus Hub, then as normal route to Ravenhead Retail Park, then as normal to Linkway West, then at roundabout return via Linkway West to Chalon Way West, St Helens Temporary Bus Hub (omitting Westfield Street, Ormskirk Street and Bridge Street).
Alternative bus stop: Chalon Way West, Stand C1.",bus,HUYT:Huyton Travel,12:12,2800S16023A:Rigby Street South,,2026-02-08 00:01:00+00:00,2026-02-08 23:59:00+00:00,2026-02-08
4baeebf0-5779-4f8b-855e-b00612595f87,2026-02-06T12:41:50Z,Merseytravel,open,roadworks,true,Ormskirk Street (St Helens Town Centre),Ormskirk Street will be closed on Sunday 8 February 2026 for approximately 1 day.,2026-02-08T00:01:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,"Service 17
• From Laffak will operate as normal to College Street, then via King St, Linkway West to Chalon Way West, then as normal route to Widnes (omitting Baldwin Street, Ormskirk Street and Bridge Street).
Alternative bus stops: College Street, Garswood Street and Chalon Way West, Stand C3.",bus,HUYT:Huyton Travel | AMSY:Arriva Merseyside,17:17 | 17:17,2800S16007D:Baldwin Street,,2026-02-08 00:01:00+00:00,2026-02-08 23:59:00+00:00,2026-02-08
4baeebf0-5779-4f8b-855e-b00612595f87,2026-02-06T12:41:50Z,Merseytravel,open,roadworks,true,Ormskirk Street (St Helens Town Centre),Ormskirk Street will be closed on Sunday 8 February 2026 for approximately 1 day.,2026-02-08T00:01:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,"Services 32 and 32A
• From Clinkham Wood will operate as normal to North Road, then via King St, Linkway West to Chalon Way West, then as normal routes to Clock Face and Sutton Manor (omitting Baldwin Street, Ormskirk Street and Bridge Street).
Alternative bus stops: North Road, Crab Street and Chalon Way West, Stand C4.",bus,AMSY:Arriva Merseyside | AMSY:Arriva Merseyside,32:32 | 32A:32A,2800S16007D:Baldwin Street,,2026-02-08 00:01:00+00:00,2026-02-08 23:59:00+00:00,2026-02-08
4baeebf0-5779-4f8b-855e-b00612595f87,2026-02-06T12:41:50Z,Merseytravel,open,roadworks,true,Ormskirk Street (St Helens Town Centre),Ormskirk Street will be closed on Sunday 8 February 2026 for approximately 1 day.,2026-02-08T00:01:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,"Services 33 and 35
• From Sutton Heath and Gillars Green will operate as normal to Westfield Street, then via Linkway West to Chalon Way West, St Helens Temporary Bus Hub (omitting a section of Westfield Street, Ormskirk Street and Bridge Street).
Alternative bus stop: Westfield Street, Eccleston Street.",bus,AMSY:Arriva Merseyside | HUYT:Huyton Travel,33:33 | 35:35,2800S16025E:Church Street | 2800S16023A:Rigby Street South,,2026-02-08 00:01:00+00:00,2026-02-08 23:59:00+00:00,2026-02-08
4baeebf0-5779-4f8b-855e-b00612595f87,2026-02-06T12:41:50Z,Merseytravel,open,roadworks,true,Ormskirk Street (St Helens Town Centre),Ormskirk Street will be closed on Sunday 8 February 2026 for approximately 1 day.,2026-02-08T00:01:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,"Service 38A
• From Rainford will operate as normal to Duke Street, then via King Street, Linkway West to Chalon Way West, St Helens Temporary Bus Hub (omitting Baldwin Street, Ormskirk Street and Bridge Street).
Alternative bus stop: Duke Street, Mill Street.",bus,AMSY:Arriva Merseyside,38A:38A,2800S16007A:Baldwin Street | 2800S16025E:Church Street,,2026-02-08 00:01:00+00:00,2026-02-08 23:59:00+00:00,2026-02-08
4baeebf0-5779-4f8b-855e-b00612595f87,2026-02-06T12:41:50Z,Merseytravel,open,roadworks,true,Ormskirk Street (St Helens Town Centre),Ormskirk Street will be closed on Sunday 8 February 2026 for approximately 1 day.,2026-02-08T00:01:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,"Service 352
• From Wigan/Orrell will operate as normal to College Street, then via King St, Linkway West to Chalon Way West, St Helens Temporary Bus Hub (omitting Baldwin Street, Ormskirk Street and Bridge Street).
Alternative bus stop: College Street, Garswood Street.",bus,AMSY:Arriva Merseyside,352:352,2800S16007A:Baldwin Street | 2800S16025E:Church Street,,2026-02-08 00:01:00+00:00,2026-02-08 23:59:00+00:00,2026-02-08
e456c316-94d9-4b88-8d4f-b8e9014a2f1f,2026-02-05T12:32:03Z,TfGM,open,maintenanceWork,true,"Palatine Road, Manchester - Bus Stop Closure","The bus stops on Palatine Road, at the junction of Central Road and Lapwing Lane are closed due to works taking place.",2026-02-08T00:01:00.000Z,2026-02-09T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Central Road (Stops C and D).,bus,BNSM:Bee Network | BNML:Bee Network | BNML:Bee Network,41:41 | 147:147 | 763:763,1800SB34361:Central Road | 1800SB34371:Central Road,,2026-02-08 00:01:00+00:00,2026-02-09 23:59:00+00:00,2026-02-08
0a447fb3-da13-44b2-a6e0-58bd099ba9e1,2026-02-05T13:08:32Z,TfGM,open,maintenanceWork,true,"Hardfield Road, Middleton - Bus Stop Closure","The bus stop on Hardfield Road, at the junction of Upton Close is closed due to works taking place.",2026-02-08T00:01:00.000Z,2026-02-09T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Upton Close.,bus,BNSM:Bee Network | BNSM:Bee Network,415:415 | 788:788,1800NE07831:Upton Close,,2026-02-08 00:01:00+00:00,2026-02-09 23:59:00+00:00,2026-02-08
